NAME;COUNTY;COUNTRY;LATITUDE;LONGITUDE;COMPNAME;CONNNAME;CreationDate
NOT AVAILABLE;JACKSON;USA;35.509436;-91.391685;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;JACKSON;USA;35.509867;-91.393793;MISSISSIPPI RIVER TRANS CORP;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
OLYPHANT;JACKSON;USA;35.509911;-91.393845;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
TRANSOK;ROGER MILLS;USA;35.545551;-99.483594;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CUSTER;USA;35.578886;-98.893349;CENTERPOINT ENERGY GAS TRANS CO;NGPL;2022/01/08 17:00:16+00
NOT AVAILABLE;WHEELER;USA;35.59002;-100.160219;CENTERPOINT ENERGY GAS TRANS CO;ELPA;2022/01/08 17:00:16+00
NOT AVAILABLE;WHEELER;USA;35.590038;-100.160343;CENTERPOINT ENERGY GAS TRANS CO;ELPA;2022/01/08 17:00:16+00
NOT AVAILABLE;CUSTER;USA;35.637685;-99.020149;CENTERPOINT ENERGY GAS TRANS CO;ANRP;2022/01/08 17:00:16+00
NOT AVAILABLE;CUSTER;USA;35.637685;-99.020149;CENTERPOINT ENERGY GAS TRANS CO;ANRP;2022/01/08 17:00:16+00
CUSTER DELIVERY;CUSTER;USA;35.637687;-99.020149;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CUSTER;USA;35.660232;-99.181239;CENTERPOINT ENERGY GAS TRANS CO;NNAT;2022/01/08 17:00:16+00
NOT AVAILABLE;CUSTER;USA;35.660233;-99.18174;CENTERPOINT ENERGY GAS TRANS CO;NNAT;2022/01/08 17:00:16+00
NOT AVAILABLE;CUSTER;USA;35.670025;-99.237215;CENTERPOINT ENERGY GAS TRANS CO;PANH;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.694469;-100.273681;CENTERPOINT ENERGY GAS TRANS CO;KNEN;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.694478;-100.273673;KM INTERSTATE GAS CO;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.694488;-100.273668;CENTERPOINT ENERGY GAS TRANS CO;KMIG;2022/01/08 17:00:16+00
HEMPHILL COUNTY;HEMPHILL;USA;35.694488;-100.273681;KM INTERSTATE GAS CO;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
LOBELVILLE;HICKMAN;USA;35.694864;-87.722655;EAST TENNESSEE NAT GAS CO;TENN;2022/01/08 17:00:16+00
TGP 3200 LINE INTERCONNECT;HICKMAN;USA;35.694864;-87.722655;EAST TENNESSEE NAT GAS CO;TENN;2022/01/08 17:00:16+00
NOT AVAILABLE;HICKMAN;USA;35.694864;-87.722655;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
BUFFALO WALLOW;HEMPHILL;USA;35.733847;-100.283632;KM INTERSTATE GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.733847;-100.283632;KM INTERSTATE GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.740914;-100.295746;KM INTERSTATE GAS CO;SOUTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.74342;-100.396099;KM INTERSTATE GAS CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
ROBERTS COUNTY NO 1;ROBERTS;USA;35.765862;-100.598074;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
ANR PIPELINE;ROBERTS;USA;35.765862;-100.598074;TRANSWESTERN PIPELINE CO;ANRP;2022/01/08 17:00:16+00
ANR PIPELINE;ROBERTS;USA;35.765862;-100.598074;TRANSWESTERN PIPELINE CO;ANRP;2022/01/08 17:00:16+00
ANR PIPELINE;ROBERTS;USA;35.765862;-100.598074;TRANSWESTERN PIPELINE CO;ANRP;2022/01/08 17:00:16+00
ANR PIPELINE;ROBERTS;USA;35.765862;-100.598074;TRANSWESTERN PIPELINE CO;ANRP;2022/01/08 17:00:16+00
MOORE COUNTY;MOORE;USA;35.769282;-101.658773;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.781232;-100.351984;KM INTERSTATE GAS CO;SOUTHERN STAR CENTRAL GAS PL CO;2022/01/08 17:00:16+00
DEWEY COUNTY;ROGER MILLS;USA;35.785468;-99.406481;KM INTERSTATE GAS CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ROGER MILLS;USA;35.785468;-99.406481;TRANSWESTERN PIPELINE CO;KNEN;2022/01/08 17:00:16+00
EPNG/NGPL  MOORE;MOORE;USA;35.785565;-101.693712;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
BIG BLUE;MOORE;USA;35.814541;-101.958437;COLORADO INTERSTATE GAS;ELPA;2022/01/08 17:00:16+00
BIG BLUE;MOORE;USA;35.814892;-101.957772;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
DUMAS;MOORE;USA;35.815422;-102.000214;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NORTHERN NATURAL EX DUMAS PLT;MOORE;USA;35.815422;-102.000214;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
EPNG;MOORE;USA;35.815422;-102.000214;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
BIG CANYON;HARTLEY;USA;35.820032;-102.168192;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;DEWEY;USA;35.830972;-99.107209;KM INTERSTATE GAS CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
DUMAS;MOORE;USA;35.846058;-101.960728;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
DUMAS;MOORE;USA;35.846058;-101.960728;COLORADO INTERSTATE GAS;NNAT;2022/01/08 17:00:16+00
NICHOLS;HARTLEY;USA;35.887232;-102.267776;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.944436;-100.385488;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.944436;-100.385488;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.944436;-100.385488;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.944436;-100.385488;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
SOUTHERN STAR-CANADIAN RIVER;HEMPHILL;USA;35.944436;-100.385488;TRANSWESTERN PIPELINE CO;WNGP;2022/01/08 17:00:16+00
NOT AVAILABLE;HEMPHILL;USA;35.972268;-100.028647;SOUTHERN STAR CENTRAL GAS PL CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
DYERSBURG - OUTLET;DYER;USA;36.004667;-89.314073;TRUNKLINE GAS CO;TXGS;2022/01/08 17:00:16+00
TUMBLEWEED;SHERMAN;USA;36.083834;-101.987343;COLORADO INTERSTATE GAS;TRWT;2022/01/08 17:00:16+00
NATURAL GAS PIPELINE;HANSFORD;USA;36.085491;-101.364801;TRANSWESTERN PIPELINE CO;NGPL;2022/01/08 17:00:16+00
TRANSWEST PAN TRANS;HANSFORD;USA;36.089564;-101.448244;PANHANDLE EASTERN P L CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
PANHANDLE EASTERN P L CO;HANSFORD;USA;36.089564;-101.448244;TRANSWESTERN PIPELINE CO;PANH;2022/01/08 17:00:16+00
PANHANDLE EASTERN PIPELLINE;HANSFORD;USA;36.089564;-101.448244;TRANSWESTERN PIPELINE CO;PANH;2022/01/08 17:00:16+00
NOT AVAILABLE;HANSFORD;USA;36.089564;-101.448244;TRANSWESTERN PIPELINE CO;PANH;2022/01/08 17:00:16+00
NOT AVAILABLE;WOODWARD;USA;36.17984;-99.382592;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
COLORADO INTERSTATE GAS;SHERMAN;USA;36.18629;-102.01995;TRANSWESTERN PIPELINE CO;CIGG;2022/01/08 17:00:16+00
CIG TUMBLEWEED REC CIG TW;SHERMAN;USA;36.18629;-102.01995;TRANSWESTERN PIPELINE CO;CIGG;2022/01/08 17:00:16+00
BEAVER;OCHILTREE;USA;36.198415;-100.681633;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
GRAY ITE;OCHILTREE;USA;36.201072;-100.680038;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WOODWARD;USA;36.264917;-99.062683;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
RANDOLPH;RANDOLPH;USA;36.322478;-90.8068;MISSISSIPPI RIVER TRANS CORP;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;TROUSDALE;USA;36.397736;-86.265354;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;TROUSDALE;USA;36.397736;-86.265354;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TENNESSEE-EASTMAN;GREENE;USA;36.4128;-82.635008;EAST TENNESSEE NAT GAS CO;TENN;2022/01/08 17:00:16+00
RIDGETOP;ROBERTSON;USA;36.466893;-86.760028;EAST TENNESSEE NAT GAS CO;TENN;2022/01/08 17:00:16+00
450820525;ROBERTSON;USA;36.466893;-86.760028;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MCDONALD;USA;36.530591;-94.382103;SOUTHERN STAR CENTRAL GAS PL CO;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MCDONALD;USA;36.530591;-94.382103;CENTERPOINT ENERGY GAS TRANS CO;WNGP;2022/01/08 17:00:16+00
NOT AVAILABLE;MCDONALD;USA;36.530591;-94.382103;SOUTHERN STAR CENTRAL GAS PL CO;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MCDONALD;USA;36.530591;-94.382103;SOUTHERN STAR CENTRAL GAS PL CO;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ALFALFA;USA;36.570145;-98.172487;SOUTHERN STAR CENTRAL GAS PL CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
HERSHER;ROBERTSON;USA;36.627289;-86.567784;MIDWESTERN GAS TRANS CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
PORTLAND;ROBERTSON;USA;36.627289;-86.567784;MIDWESTERN GAS TRANS CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ROBERTSON;USA;36.627289;-86.567784;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ROBERTSON;USA;36.627289;-86.567784;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENSVILLE;USA;36.638809;-77.583503;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
EMPORIA;GREENSVILLE;USA;36.638809;-77.583503;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
450820700;SUMNER;USA;36.640608;-86.508736;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
WILLIAMS MILAGRO;SAN JUAN;USA;36.686387;-107.957337;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
BLANCO EXCHANGE TO EPNG;SAN JUAN;USA;36.686387;-107.957337;NORTHWEST PIPELINE CORP;ELPA;2022/01/08 17:00:16+00
BLANCO HUB FROM NWP;SAN JUAN;USA;36.686387;-107.957337;NORTHWEST PIPELINE CORP;TRWT;2022/01/08 17:00:16+00
IGNACIO EXCHANGE TO EPNG;SAN JUAN;USA;36.686387;-107.957337;NORTHWEST PIPELINE CORP;ELPA;2022/01/08 17:00:16+00
NORTHWEST PIPELINE;SAN JUAN;USA;36.686387;-107.957337;TRANSWESTERN PIPELINE CO;NWST;2022/01/08 17:00:16+00
NORTHWEST PIPELINE;SAN JUAN;USA;36.686387;-107.957337;TRANSWESTERN PIPELINE CO;NWST;2022/01/08 17:00:16+00
NOT AVAILABLE;SAN JUAN;USA;36.686387;-107.957337;TRANSWESTERN PIPELINE CO;NWST;2022/01/08 17:00:16+00
PERMIAM;BEAVER;USA;36.754857;-100.183693;TRANSWESTERN PIPELINE CO;NNAT;2022/01/08 17:00:16+00
471100100;ALLEN;USA;36.824285;-86.22504;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GRANT;USA;36.83501;-97.718402;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WOODS;USA;36.849744;-98.62247;SOUTHERN STAR CENTRAL GAS PL CO;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
BEAVER-NGPL;BEAVER;USA;36.861419;-100.827397;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;36.86522;-100.502022;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;36.86522;-100.502022;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;36.86522;-100.502022;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;36.866304;-100.598528;SOUTHERN STAR CENTRAL GAS PL CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;36.866304;-100.099072;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HARPER;USA;36.866304;-99.770624;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
FLORIS;BEAVER;USA;36.866304;-100.437504;COLORADO INTERSTATE GAS;WNGP;2022/01/08 17:00:16+00
FORGAN;BEAVER;USA;36.882002;-100.586541;COLORADO INTERSTATE GAS;NGPL;2022/01/08 17:00:16+00
BEAVER C.I.G.;BEAVER;USA;36.882365;-100.723616;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
BEAVER-CIG;BEAVER;USA;36.882365;-100.723616;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
BEAVER;BEAVER;USA;36.882365;-100.723616;COLORADO INTERSTATE GAS;ANRP;2022/01/08 17:00:16+00
BEAVER DELIVERY;BEAVER;USA;36.882365;-100.723616;COLORADO INTERSTATE GAS;ANRP;2022/01/08 17:00:16+00
CIG PAN BAKER EXCHANGE - WIT;TEXAS;USA;36.890215;-100.95823;PANHANDLE EASTERN P L CO;COLORADO INTERSTATE GAS;2022/01/08 17:00:16+00
BAKER;TEXAS;USA;36.890215;-100.95823;COLORADO INTERSTATE GAS;PANH;2022/01/08 17:00:16+00
BAKER;TEXAS;USA;36.890215;-100.95823;COLORADO INTERSTATE GAS;PANH;2022/01/08 17:00:16+00
PURGATOIRE;COSTILLA;USA;37.073129;-105.204693;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
471100150;BARREN;USA;37.0829;-85.90382;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
PICKETWIRE;LAS ANIMAS;USA;37.093453;-105.142298;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
FREDERICK;LAS ANIMAS;USA;37.103465;-105.112335;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
LORENCITO;LAS ANIMAS;USA;37.103686;-105.11234;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NORTHWEST PIPELINE CORP;LA PLATA;USA;37.119229;-107.781165;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
LA PLATA;LA PLATA;USA;37.119229;-107.781165;NORTHWEST PIPELINE CORP;TRWT;2022/01/08 17:00:16+00
NWPL LA PLATA I/C;LA PLATA;USA;37.146549;-107.783112;TRANSWESTERN PIPELINE CO;NWST;2022/01/08 17:00:16+00
NOT AVAILABLE;ADAIR;USA;37.152285;-85.29166;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
ADAIR;ADAIR;USA;37.152285;-85.29166;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
COLUMBIA GULF INTERCONNECT;ADAIR;USA;37.152285;-85.29166;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;ADAIR;USA;37.152285;-85.29166;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;HARPER;USA;37.20577;-98.013371;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
LITTLE BEAR;LAS ANIMAS;USA;37.267448;-104.45123;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
KN GRANT #1 - RECEIPT;GRANT;USA;37.435392;-101.186304;PANHANDLE EASTERN P L CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
KINDER MORGAN GRANT #1 - RECEIPT;GRANT;USA;37.435392;-101.186304;PANHANDLE EASTERN P L CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GRANT;USA;37.438167;-101.186354;KM INTERSTATE GAS CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;FORD;USA;37.501851;-99.891735;PANHANDLE EASTERN P L CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;FORD;USA;37.501851;-99.891735;PANHANDLE EASTERN P L CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
SLAUGHTERS;WEBSTER;USA;37.546352;-87.471582;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
GREENSBURG INTERCONNECT;KIOWA;USA;37.549744;-99.39736;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
GREENSBURG;KIOWA;USA;37.549744;-99.39736;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GRANT;USA;37.553034;-101.186302;KM INTERSTATE GAS CO;SOUTHERN STAR CENTRAL GAS PL CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GRANT;USA;37.553034;-101.186302;KM INTERSTATE GAS CO;WILLIAMS GAS PIPELINES CENTRAL INC;2022/01/08 17:00:16+00
NOT AVAILABLE;WYOMING;USA;37.555877;-81.521697;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;HASKELL;USA;37.556457;-100.778948;SOUTHERN STAR CENTRAL GAS PL CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
GREENSBURG ITE;KIOWA;USA;37.564858;-99.420803;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
PEPL;KIOWA;USA;37.564858;-99.420803;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GRAY;USA;37.566776;-100.507445;SOUTHERN STAR CENTRAL GAS PL CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SEDGWICK;USA;37.573167;-97.383127;SOUTHERN STAR CENTRAL GAS PL CO;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;FORD;USA;37.62381;-99.887458;SOUTHERN STAR CENTRAL GAS PL CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;KIOWA;USA;37.626193;-99.418465;PANHANDLE EASTERN P L CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GRANT;USA;37.634464;-101.186304;KM INTERSTATE GAS CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NN-GREENS TO PEPL;KIOWA;USA;37.6452;-99.335551;PANHANDLE EASTERN P L CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WILLIAMSON;USA;37.675593;-88.88762;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
LICK CREEK;WILLIAMSON;USA;37.676101;-88.8876;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
TEXAS EASTERN LICK CREEK;WILLIAMSON;USA;37.676139;-88.887857;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
NOT AVAILABLE;WILLIAMSON;USA;37.676139;-88.887857;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
WHITESVILLE;DAVIESS;USA;37.678542;-86.908673;MIDWESTERN GAS TRANS CO;TEXAS GAS TRANSMISSION CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MADISON;USA;37.727127;-84.168566;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;EDWARDS;USA;37.749376;-99.049024;SOUTHERN STAR CENTRAL GAS PL CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MADISON;USA;37.8077;-84.30098;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;MADISON;USA;37.8077;-84.30098;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NNG/CIG;KEARNY;USA;37.899815;-101.228232;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
DEERFIELD;KEARNY;USA;37.917327;-101.242822;COLORADO INTERSTATE GAS;KNEN;2022/01/08 17:00:16+00
NOT AVAILABLE;KEARNY;USA;37.917327;-101.242822;KM INTERSTATE GAS CO;COLORADO INTERSTATE GAS;2022/01/08 17:00:16+00
NOT AVAILABLE;MENIFEE;USA;37.940442;-83.756575;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;KEARNY;USA;37.977155;-101.173749;KM INTERSTATE GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
CIG EXCHANGE-RAW GAS- WIT;KEARNY;USA;37.982112;-101.2968;PANHANDLE EASTERN P L CO;COLORADO INTERSTATE GAS;2022/01/08 17:00:16+00
CIG EXCHANGE-PROCESSED GAS-WIT;KEARNY;USA;37.982112;-101.2968;PANHANDLE EASTERN P L CO;COLORADO INTERSTATE GAS;2022/01/08 17:00:16+00
LAKIN/PEPL;KEARNY;USA;37.982112;-101.2968;COLORADO INTERSTATE GAS;PANH;2022/01/08 17:00:16+00
NOT AVAILABLE;MONTGOMERY;USA;37.999744;-83.800384;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
471100875;MONTGOMERY;USA;37.999744;-83.800384;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RENO;USA;38.010397;-97.841137;SOUTHERN STAR CENTRAL GAS PL CO;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RENO;USA;38.010397;-97.841137;SOUTHERN STAR CENTRAL GAS PL CO;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RENO;USA;38.025896;-97.791163;SOUTHERN STAR CENTRAL GAS PL CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
CHRISNEY DELIVERY;SPENCER;USA;38.05719;-87.011621;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
CHRISNEY EXCHANGE (BIT-7014);SPENCER;USA;38.05719;-87.011621;MIDWESTERN GAS TRANS CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
MEADOWLARK GARDEN CITY;FINNEY;USA;38.090816;-101.09952;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
MEADOWLARK;FINNEY;USA;38.090816;-101.09952;COLORADO INTERSTATE GAS;NNAT;2022/01/08 17:00:16+00
NOT AVAILABLE;ROWAN;USA;38.151031;-83.483707;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
ROWAN;ROWAN;USA;38.151031;-83.483707;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ROWAN;USA;38.151031;-83.483707;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
ALDEN (WILLIAMS NATURAL);RICE;USA;38.291762;-98.146198;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WAYNE;USA;38.310184;-82.461283;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
471101325;WAYNE;USA;38.310184;-82.461283;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BARTON;USA;38.337152;-99.02912;KM INTERSTATE GAS CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;GIBSON;USA;38.345888;-87.414272;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
