NAME;COUNTY;COUNTRY;LATITUDE;LONGITUDE;COMPNAME;CONNNAME;CreationDate
LOWRY - TGT;CAMERON;USA;29.992799;-92.806889;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
GULFSTH/NGPL DEEP LAKE CAMERON;CAMERON;USA;29.994969;-93.115564;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
TET/NGPL SWEET LAKE CAMERON;CAMERON;USA;30.0058;-93.028635;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
TENNESSEE/LAKE ARTHUR;CAMERON;USA;30.008044;-92.676975;SABINE LLC;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TEX GAS/NGPL LOWRY CAMERON;CAMERON;USA;30.009074;-92.776629;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;IBERIA;USA;30.012984;-91.353394;SOUTHERN NATURAL GAS CO;TEXAS GAS TRANSMISSION CO;2022/01/08 17:00:16+00
COL GULF/NGPL CHALKLEY CAMERON;CAMERON;USA;30.015775;-92.911959;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
TGP/NGPL CHALKLEY CAMERON;CAMERON;USA;30.015775;-92.911959;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;CAMERON;USA;30.015961;-93.090209;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
ANR/NGPL LAKE ARTHUR R/U CAMERON;CAMERON;USA;30.017286;-92.783341;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
ANR/LAKE ARTHUR;CAMERON;USA;30.032655;-92.77754;SABINE LLC;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;VERMILION;USA;30.077062;-92.192821;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
50906081;ACADIA;USA;30.087224;-92.472817;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TENNESSEE/BELL CITY;CALCASIEU;USA;30.096432;-93.065586;SABINE LLC;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
208233775;CALCASIEU;USA;30.096553;-93.069492;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CALCASIEU;USA;30.096806;-93.069467;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HARRIS;USA;30.100503;-95.513676;TRUNKLINE GAS CO;TENN;2022/01/08 17:00:16+00
"EGAN ""B""";ACADIA;USA;30.126208;-92.48448;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
"EGAN ""C""";ACADIA;USA;30.126208;-92.48448;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
"EGAN ""D""";ACADIA;USA;30.126208;-92.48448;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;IBERVILLE;USA;30.127746;-91.210974;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;IBERVILLE;USA;30.127746;-91.210974;SOUTHERN NATURAL GAS CO;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. MARTIN;USA;30.142496;-91.830624;FLORIDA GAS TRANSMISSION;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
DONE, USED DEL PT LOCATION. STILL MOVE.;ST. MARTIN;USA;30.142496;-91.830624;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. MARTIN;USA;30.142496;-91.830624;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CALCASIEU;USA;30.155651;-93.065852;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MONTGOMERY;USA;30.172083;-95.197248;TRUNKLINE GAS CO;NGPL;2022/01/08 17:00:16+00
NOT AVAILABLE;ACADIA;USA;30.180553;-92.310913;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
208236075;ACADIA;USA;30.182935;-92.372588;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;JEFFERSON DAVIS;USA;30.232128;-92.978528;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TEXAS GAS INTERCONNECT;JEFFERSON DAVIS;USA;30.232128;-92.978528;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
KMTEJAS/NGPL  MONTGOMERY;MONTGOMERY;USA;30.232261;-95.367777;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
LAFAYETTE;LAFAYETTE;USA;30.236239;-92.156002;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;LAFAYETTE;USA;30.236239;-92.156002;FLORIDA GAS TRANSMISSION;COLUMBIA GULF;2022/01/08 17:00:16+00
KOCH GATEWAY YAZOO;ASCENSION;USA;30.269153;-90.907743;SOUTHERN NATURAL GAS CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
208205100;CALCASIEU;USA;30.27934;-93.610392;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CALCASIEU;USA;30.286113;-93.052724;FLORIDA GAS TRANSMISSION;TRUNKLINE;2022/01/08 17:00:16+00
FLORIDA GAS;CALCASIEU;USA;30.286113;-93.052724;TRUNKLINE GAS CO;FLDR;2022/01/08 17:00:16+00
NOT AVAILABLE;JEFFERSON DAVIS;USA;30.3184;-92.953242;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;NEWTON;USA;30.33925;-93.837677;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
KOCH GATEWAY FRANKLINTON;LIVINGSTON;USA;30.352082;-90.792655;SOUTHERN NATURAL GAS CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
CITY OF DENHAM SPRINGS;LIVINGSTON;USA;30.352108;-90.792642;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
TRANSCO FRANKLINTON;LIVINGSTON;USA;30.385928;-90.812786;SOUTHERN NATURAL GAS CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ACADIA;USA;30.387866;-92.437586;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
LAKE ARTHUR;ACADIA;USA;30.397332;-92.55483;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
208205475;JEFFERSON DAVIS;USA;30.411373;-92.967919;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. LANDRY;USA;30.43356;-91.921262;FLORIDA GAS TRANSMISSION;SABN;2022/01/08 17:00:16+00
KROTZ SPRINGS;ST. LANDRY;USA;30.434431;-91.90765;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. LANDRY;USA;30.434431;-91.90765;FLORIDA GAS TRANSMISSION;ANR;2022/01/08 17:00:16+00
KILN (FROM TENN GAS);HANCOCK;USA;30.439336;-89.458024;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
400820925;HANCOCK;USA;30.439336;-89.458024;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
KILN (TO TENN GAS);HANCOCK;USA;30.439336;-89.458024;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
400820950;HANCOCK;USA;30.439336;-89.458024;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAUREGARD;USA;30.442153;-93.165727;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
RAGLEY EXCHANGE - TRANSCO;BEAUREGARD;USA;30.442194;-93.16574;TRUNKLINE GAS CO;TRAN;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAUREGARD;USA;30.442194;-93.16574;TRUNKLINE GAS CO;TRAN;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAUREGARD;USA;30.443008;-93.247456;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAUREGARD;USA;30.443008;-93.247456;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
TRANSCONTINENTAL GAS INTERCONNECT;BEAUREGARD;USA;30.443008;-93.247456;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;ACADIA;USA;30.452752;-92.582555;FLORIDA GAS TRANSMISSION;TEXAS GAS;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. LANDRY;USA;30.454954;-92.196287;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. LANDRY;USA;30.454954;-92.196287;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
ANR INTERCONNECT;ST. LANDRY;USA;30.454954;-92.196287;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
GILLIS (FROM TEXAS EASTERN);BEAUREGARD;USA;30.457028;-93.218268;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
GULF SOUTH INTERCONNECT;BEAUREGARD;USA;30.457028;-93.218268;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. LANDRY;USA;30.466318;-92.168447;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
EUNICE;ACADIA;USA;30.469678;-92.437004;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAUREGARD;USA;30.47057;-93.195537;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TETCO (ALLEN & BEAUREGARD);BEAUREGARD;USA;30.47057;-93.195537;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
TETCO (BEAUREGARD PARISH);BEAUREGARD;USA;30.47057;-93.195537;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
NOT AVAILABLE;ALLEN;USA;30.480218;-93.111515;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TRUNKLINE GAS INTERCONNECT;ALLEN;USA;30.480218;-93.111515;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
ALLEN PARISH;ALLEN;USA;30.480218;-93.111515;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
ARNAUDVILLE/ ST LANDRY TO (FGT);ST. LANDRY;USA;30.481971;-92.029533;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. LANDRY;USA;30.484259;-92.127439;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
FLA GAS INTERCONNECT;ST. LANDRY;USA;30.484259;-92.127439;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
ST. LANDRY;ST. LANDRY;USA;30.4856;-92.124119;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
208237150;ALLEN;USA;30.499203;-92.932049;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ALLEN;USA;30.499203;-92.932049;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
208237125;ALLEN;USA;30.499203;-92.932049;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ALLEN;USA;30.51243;-92.86312;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ALLEN;USA;30.51243;-92.86312;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;ALLEN;USA;30.51243;-92.86312;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TENNESSEE GAS INTERCONNECT;ALLEN;USA;30.51243;-92.86312;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
OPELOUSAS (TO TET);ST. LANDRY;USA;30.523749;-92.040747;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. LANDRY;USA;30.52512;-92.3024;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
ST. LANDRY PH.;ST. LANDRY;USA;30.52512;-92.3024;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;EVANGELINE;USA;30.537265;-92.488452;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TEXAS GAS TRANSMISSION CORP;EVANGELINE;USA;30.537265;-92.488452;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
DIGS-MOBIL BAY;JACKSON;USA;30.557546;-88.511151;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
GULF SOUTH  INTERCONNECT;JACKSON;USA;30.557546;-88.511151;DESTIN PIPELINE CO;GFSO;2022/01/08 17:00:16+00
NOT AVAILABLE;LIVINGSTON;USA;30.557863;-90.805737;FLORIDA GAS TRANSMISSION;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
DESTIN (FROM DESTIN);JACKSON;USA;30.558126;-88.511;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
DURALDE                                *;EVANGELINE;USA;30.560674;-92.496707;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;EVANGELINE;USA;30.560674;-92.496707;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
INDEPENDENCE (FROM SNG);TANGIPAHOA;USA;30.597821;-90.496642;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
KOCH GATEWAY - TANGIPAHOA TO KOCH;TANGIPAHOA;USA;30.597821;-90.496642;SOUTHERN NATURAL GAS CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
GULFSTH/NGPL GOODRICH POLK;POLK;USA;30.600342;-94.925862;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
KMTP/NGPL GOODRICH POLK;POLK;USA;30.60036;-94.925986;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;EVANGELINE;USA;30.611677;-92.304606;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
EVANGELINE;EVANGELINE;USA;30.611677;-92.304606;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
HUNTSVILLE (FROM TET);SAN JACINTO;USA;30.648438;-95.324641;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
GULF SOUTH INTERCONNECT;SAN JACINTO;USA;30.648438;-95.324641;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
FGT - FRANKLINTON WEST TO FGT;TANGIPAHOA;USA;30.678148;-90.339238;SOUTHERN NATURAL GAS CO;FLORIDA GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ST. HELENA;USA;30.68335;-90.639505;FLORIDA GAS TRANSMISSION;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;POLK;USA;30.693714;-94.871043;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
GOODRICH (TO NGPL);POLK;USA;30.693714;-94.871043;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
MONTPELIER/ST. HELEN (TO FGT);ST. HELENA;USA;30.701907;-90.620955;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WASHINGTON;USA;30.726565;-90.142766;FLORIDA GAS TRANSMISSION;SOUT;2022/01/08 17:00:16+00
FGT - FRANKLINTON - TO FGT;WASHINGTON;USA;30.73093;-90.089667;SOUTHERN NATURAL GAS CO;FLORIDA GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WEST FELICIANA;USA;30.74823;-91.351786;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
400821050;STONE;USA;30.861032;-89.3324;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
400821025;STONE;USA;30.861032;-89.3324;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
FLORIDA GAS INTERCONNECT;GEORGE;USA;30.983723;-88.744538;DESTIN PIPELINE CO;FLOR;2022/01/08 17:00:16+00
NOT AVAILABLE;AMITE;USA;31.011608;-90.661762;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MOBILE;USA;31.05923;-88.334775;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
300820400;RAPIDES;USA;31.07904;-92.459904;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MOBILE;USA;31.10745;-88.073139;FLORIDA GAS TRANSMISSION;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
EL PASO;PECOS;USA;31.118109;-102.975955;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;PIKE;USA;31.206033;-90.289678;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
HOLMESVILLE (TO TRANSCO);PIKE;USA;31.212943;-90.284299;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
MAGNOLIA (FROM TRANSCO);PIKE;USA;31.245108;-90.468364;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;PIKE;USA;31.245108;-90.468364;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
BARRON (TO COLUMBIA GULF);RAPIDES;USA;31.361874;-92.240766;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
FLORIDA NEWSOM C.E. SIBLEY;MARION;USA;31.37914;-89.916807;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
RAPIDES (UGPL);RAPIDES;USA;31.413339;-92.248191;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RAPIDES;USA;31.413339;-92.248191;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MARION;USA;31.421662;-89.814722;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MARION;USA;31.421662;-89.814722;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MARION;USA;31.421662;-89.814722;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
KMTEJAS/NGPL  NACOGDOCHES;NACOGDOCHES;USA;31.521808;-94.627538;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;LA SALLE;USA;31.525632;-92.137344;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
LASALLE;LA SALLE;USA;31.525632;-92.137344;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
CLINT JUNCTION;EL PASO;USA;31.589082;-106.220653;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
WARD CO.;WARD;USA;31.60109;-103.056149;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
TRANSWESTERN;WARD;USA;31.60109;-103.056149;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
TW/NNG;WARD;USA;31.60109;-103.056149;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NORTHERN NATURAL GAS CO;WARD;USA;31.60109;-103.056149;TRANSWESTERN PIPELINE CO;NNAT;2022/01/08 17:00:16+00
NORTHERN NATURAL GAS CO;WARD;USA;31.60109;-103.056149;TRANSWESTERN PIPELINE CO;NNAT;2022/01/08 17:00:16+00
NOT AVAILABLE;WARD;USA;31.60109;-103.056149;TRANSWESTERN PIPELINE CO;NNAT;2022/01/08 17:00:16+00
ESTES;WARD;USA;31.626217;-103.05613;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;COVINGTON;USA;31.627243;-89.409891;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
EL PASO NATURAL GAS;WINKLER;USA;31.72563;-103.178204;TRANSWESTERN PIPELINE CO;ELPA;2022/01/08 17:00:16+00
EL PASO NATURAL GAS;WINKLER;USA;31.72563;-103.178204;TRANSWESTERN PIPELINE CO;ELPA;2022/01/08 17:00:16+00
EL PASO NATURAL GAS;WINKLER;USA;31.72563;-103.178204;TRANSWESTERN PIPELINE CO;ELPA;2022/01/08 17:00:16+00
NOT AVAILABLE;JASPER;USA;31.844558;-88.988572;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
HEIDELBLERG EXCHANGE;JASPER;USA;31.844558;-88.988572;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
400821750;JASPER;USA;31.844558;-88.988572;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NATURAL GAS PIPELINE;WINKLER;USA;31.87072;-103.27168;TRANSWESTERN PIPELINE CO;NGPL;2022/01/08 17:00:16+00
NATURAL GAS PIPELINE;WINKLER;USA;31.87072;-103.27168;TRANSWESTERN PIPELINE CO;NGPL;2022/01/08 17:00:16+00
NOT AVAILABLE;WINKLER;USA;31.87072;-103.27168;TRANSWESTERN PIPELINE CO;NGPL;2022/01/08 17:00:16+00
OLLA (TO TRUNKLINE);LA SALLE;USA;31.883904;-92.25792;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
OLLA;LA SALLE;USA;31.883904;-92.25792;TRUNKLINE GAS CO;GFSO;2022/01/08 17:00:16+00
NOT AVAILABLE;LA SALLE;USA;31.883904;-92.25792;TRUNKLINE GAS CO;GFSO;2022/01/08 17:00:16+00
SHUBUTA;CLARKE;USA;31.917609;-88.805368;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
TRANSCO INTERCONNECT;CLARKE;USA;31.917614;-88.805343;DESTIN PIPELINE CO;TRAN;2022/01/08 17:00:16+00
KEYSTONE;WINKLER;USA;31.947109;-103.099514;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
KEYSTONE - NNG TO EP;WINKLER;USA;31.947373;-103.099619;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NGPL DELIVERY;LEA;USA;32.057259;-103.249289;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;LEA;USA;32.057297;-103.29721;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
TENN - ROSE HILL TO SNG;CLARKE;USA;32.073576;-88.894164;SOUTHERN NATURAL GAS CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
400821900;CLARKE;USA;32.073576;-88.894164;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CLARKE;USA;32.073576;-88.894164;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TENN - ROSE HILL TO TENN;CLARKE;USA;32.073576;-88.894164;SOUTHERN NATURAL GAS CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
400821925;CLARKE;USA;32.073576;-88.894164;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CLARKE;USA;32.109972;-88.80557;SOUTHERN NATURAL GAS CO;DESTIN PIPELINE CO;2022/01/08 17:00:16+00
DESTIN - ENTERPRISE TO SNG;CLARKE;USA;32.109972;-88.80557;SOUTHERN NATURAL GAS CO;DESTIN PIPELINE CO;2022/01/08 17:00:16+00
SONAT INTERCONNECT;CLARKE;USA;32.109972;-88.80557;DESTIN PIPELINE CO;SOUT;2022/01/08 17:00:16+00
NOT AVAILABLE;CLARKE;USA;32.111363;-88.882343;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TENNECO INTERCONNECT;CLARKE;USA;32.111363;-88.882343;DESTIN PIPELINE CO;TENN;2022/01/08 17:00:16+00
NOT AVAILABLE;PANOLA;USA;32.152535;-94.297113;CENTERPOINT ENERGY GAS TRANS CO;DOMI;2022/01/08 17:00:16+00
